Reactant1_SMILES,Reactant2_SMILES,Product1_SMILES,Product2_SMILES,INCHI_KEY,SMILES,AG_Rule Systemic,AG_Rule Leaf,MW,logP,exactMolWeight,fractionCSP3,ringCount,Number of aromatic rings,HBD,HBA,Heavy atoms,TPSA,Flexibility,Rotatable Bonds,numHeteroatoms,numSaturatedHeterocycles,numRadicalElectrons,numAromaticHeterocycles,noCount,numAliphaticRings,numValenceElectrons,heavyAtomMolWeight,numSaturatedRings,numAliphaticHeterocycles,nhohCount,SIMILAR,IDENTICAL
CC1(C)OB(c2ccc3c(c2)-c2ccccc2C3)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3c(c2)-c2ccccc2C3)cc1C,,VHXQWCIKYIVIRV-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3c(c2)-c2ccccc2C3)cc1C,0.0,0.0,475.61,5.4,475.18,0.3214,5,3,0,5,34,63.68,5,4,6,1,0,0,5,2,176,446.38,1,1,0,CSDK464517|CSDM979629,
C/C(=C/B1OC(C)(C)C(C)(C)O1)C1CC1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C=C(C)C2CC2)cc1C,,STMDPCSNACPCOV-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C=C(C)C2CC2)cc1C,0.0,1.0,391.53,3.98,391.18,0.5714,3,1,0,5,27,63.68,6,5,6,1,0,0,5,2,148,362.3,2,1,0,CSDM982166|CSDK495585,
C#CCCOC(=O)c1cc2c(cc1Cl)COB2O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,C#CCCOC(=O)c1cc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c(C)cc1Cl,,URYWHXGHKXTSGM-UHFFFAOYSA-N,C#CCCOC(=O)c1cc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c(C)cc1Cl,0.0,0.0,532.06,4.97,531.15,0.4074,3,2,0,7,36,89.98,9,7,9,1,0,0,7,1,192,501.82,1,1,0,,
CC1OB(O)c2ccc(Cl)cc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2CC)cc1C,,SVLKWUIEELJKMC-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2CC)cc1C,0.0,0.0,450.0,5.05,449.14,0.4348,3,2,0,5,30,63.68,6,5,7,1,0,0,5,1,162,421.78,1,1,0,CSDK485015|CSDK483662|CSDK464512|CSDM981904|CSDK496394|CSDM981903|CSDM979630|CSDM982129|CSDM982181,
CCc1cc(Cl)ccc1B1OC(C)(C)C(C)(C)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2CC)cc1C,,SVLKWUIEELJKMC-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2CC)cc1C,0.0,0.0,450.0,5.05,449.14,0.4348,3,2,0,5,30,63.68,6,5,7,1,0,0,5,1,162,421.78,1,1,0,CSDK485015|CSDK483662|CSDK464512|CSDM981904|CSDK496394|CSDM981903|CSDM979630|CSDM982129|CSDM982181,
OB1OCCc2cc(Cl)ccc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2CC)cc1C,,SVLKWUIEELJKMC-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2CC)cc1C,0.0,0.0,450.0,5.05,449.14,0.4348,3,2,0,5,30,63.68,6,5,7,1,0,0,5,1,162,421.78,1,1,0,CSDK485015|CSDK483662|CSDK464512|CSDM981904|CSDK496394|CSDM981903|CSDM979630|CSDM982129|CSDM982181,
COc1cccc(B2OC(C)(C)C(C)(C)O2)c1C#N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(OC)c2C#N)cc1C,,VXTIBBHKOOKRIH-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(OC)c2C#N)cc1C,0.0,0.8,442.54,3.71,442.16,0.3913,3,2,0,7,31,96.7,6,5,8,1,0,0,7,1,164,416.33,1,1,0,CSDK464516,
CC1(C)OB(C2CCN(c3cnccc3C#N)CC2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2CCN(c3cnccc3C#N)CC2)cc1C,,VRDUZJNDLFRGCG-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2CCN(c3cnccc3C#N)CC2)cc1C,0.0,0.0,496.63,3.82,496.21,0.5,4,2,0,8,35,103.6,6,5,9,2,0,1,8,2,186,464.38,2,2,0,,
O=C(OCC1CCC1)c1cc2c(cc1Cl)COB2O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OCC3CCC3)c(Cl)cc2C)cc1C,,TZGOKFQYKDTUFM-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OCC3CCC3)c(Cl)cc2C)cc1C,0.0,0.0,548.1,5.75,547.18,0.5,4,2,0,7,37,89.98,9,7,9,1,0,0,7,2,200,513.83,2,1,0,,
OB(O)c1ccc(-n2c3ccccc3c3ccccc32)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1C,,TXYRZTRRCCDUQR-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1C,0.0,0.0,552.7,6.93,552.21,0.2424,6,5,0,6,40,68.61,6,5,7,1,0,1,6,1,204,520.44,1,1,0,CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDK495585,
OB(O)Cc1ccccc1Cl,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Cc2ccccc2Cl)cc1C,,VTKXANGBMOGLGE-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Cc2ccccc2Cl)cc1C,0.0,1.0,435.97,4.41,435.13,0.4091,3,2,0,5,29,63.68,6,5,7,1,0,0,5,1,156,409.77,1,1,0,CSDK485015|CSDK464512|CSDM981904|CSDK496394|CSDM981903|CSDM982126|CSDK464519|CSDK464513|CSDK476558|CSDK476557|CSDK428121|CSDK495585|CSDM982125,
Cn1nc(-c2ccccc2)cc1B1OC(C)(C)C(C)(C)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3ccccc3)nn2C)cc1C,,VOQMWCLBKSPULS-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3ccccc3)nn2C)cc1C,0.0,0.4,467.59,4.23,467.19,0.36,4,3,0,7,33,81.5,6,5,8,1,0,1,7,1,174,438.36,1,1,0,,
Cn1nnc(Br)c1B1OC(C)(C)C(C)(C)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(Br)nnn2C)cc1C,,WLAYKYZCZYXQHM-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(Br)nnn2C)cc1C,0.48,0.72,471.38,2.72,470.06,0.5,3,2,0,8,28,94.39,5,4,10,1,0,1,8,1,152,448.19,1,1,0,CSDM982166,
C#Cc1c(C)c(B2OC(C)(C)C(C)(C)O2)c(C)c(C(=O)O)c1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,C#Cc1c(C)c(C(=O)O)c(C)c(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c1C,,ULJRZIFBFJKCFQ-UHFFFAOYSA-N,C#Cc1c(C)c(C(=O)O)c(C)c(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c1C,0.0,0.0,497.61,4.44,497.19,0.4074,3,2,1,7,35,100.98,6,5,8,1,0,0,7,1,186,466.37,1,1,1,CSDM979627,
C#Cc1c(C)c(B(O)O)c(C)c(C(=O)O)c1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,C#Cc1c(C)c(C(=O)O)c(C)c(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c1C,,ULJRZIFBFJKCFQ-UHFFFAOYSA-N,C#Cc1c(C)c(C(=O)O)c(C)c(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c1C,0.0,0.0,497.61,4.44,497.19,0.4074,3,2,1,7,35,100.98,6,5,8,1,0,0,7,1,186,466.37,1,1,1,CSDM979627,
COc1ccc(-c2cc3c(cc2Cl)COB3O)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3ccc(OC)cc3)c(Cl)cc2C)cc1C,,VACCHFXXTVNVRE-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3ccc(OC)cc3)c(Cl)cc2C)cc1C,0.0,0.0,542.1,6.47,541.17,0.3448,4,3,0,6,37,72.91,7,6,8,1,0,0,6,1,196,509.84,1,1,0,,
CC1(CNC(=O)N2CCC(B3OC(C)(C)C(C)(C)O3)CC2)CCOCC1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2CCN(C(=O)NCC3(C)CCOCC3)CC2)cc1C,,RXQYRMAWMWIFEZ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2CCN(C(=O)NCC3(C)CCOCC3)CC2)cc1C,0.0,0.0,549.73,3.87,549.29,0.7143,4,1,1,9,38,105.25,9,6,10,3,0,0,9,3,212,506.39,3,3,1,,
OB1OCc2cc(F)c(C#Cc3cccc(O)c3)cc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C#Cc3cccc(O)c3)c(F)cc2C)cc1C,,WLGUHGBTXPPSFT-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C#Cc3cccc(O)c3)c(F)cc2C)cc1C,0.0,0.0,535.64,5.39,535.18,0.3,4,3,1,6,38,83.91,5,4,8,1,0,0,6,1,198,505.4,1,1,1,,
OB(O)c1cccc(OCC2CC2)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(OCC3CC3)c2)cc1C,,VOBXWWCSOIXRFB-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(OCC3CC3)c2)cc1C,0.0,0.6,457.59,4.62,457.19,0.48,4,2,0,6,32,72.91,8,7,7,1,0,0,6,2,172,426.34,2,1,0,,
CC1=Cc2ccc(F)cc2B(O)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CC=Cc1ccc(F)cc1-c1cc(C)c(N2C(C)(C(=O)OCC)CCS2(=O)=O)c(C)c1,,SPFNKVAKKXHEBR-UHFFFAOYSA-N,CC=Cc1ccc(F)cc1-c1cc(C)c(N2C(C)(C(=O)OCC)CCS2(=O)=O)c(C)c1,0.0,0.0,445.56,5.0,445.17,0.375,3,2,0,5,31,63.68,6,5,7,1,0,0,5,1,166,417.33,1,1,0,CSDM979629,
C#CC1OB(O)c2ccc(F)cc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,C#CCc1cc(F)ccc1-c1cc(C)c(N2C(C)(C(=O)OCC)CCS2(=O)=O)c(C)c1,,RZEUFYPZNXVZTF-UHFFFAOYSA-N,C#CCc1cc(F)ccc1-c1cc(C)c(N2C(C)(C(=O)OCC)CCS2(=O)=O)c(C)c1,0.0,0.8,443.54,4.15,443.16,0.375,3,2,0,5,31,63.68,6,5,7,1,0,0,5,1,164,417.33,1,1,0,CSDM979629,
Cn1ncc(NC(=O)OC(C)(C)C)c1B1OC(C)(C)C(C)(C)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(NC(=O)OC(C)(C)C)cnn2C)cc1C,,SMQZPOXLSCGUKV-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(NC(=O)OC(C)(C)C)cnn2C)cc1C,0.0,0.0,506.63,3.91,506.22,0.5417,3,2,1,10,35,119.83,9,5,11,1,0,1,10,1,192,472.35,1,1,1,,
OB1OC2(CCOCC2)Cc2ccccc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2CC2CCOCC2)cc1C,,WNGPCPSRHBZMSK-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2CC2CCOCC2)cc1C,0.0,0.0,485.65,4.8,485.22,0.5185,4,2,0,6,34,72.91,7,6,7,2,0,0,6,2,184,450.37,2,2,0,,
OB(O)C1=CCN(C/C=C/c2ccc(Cl)cc2)CC1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCN(C/C=C/c3ccc(Cl)cc3)CC2)cc1C,,VCHMAYUYCISBIK-VOTSOKGWSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCN(C/C=C/c3ccc(Cl)cc3)CC2)cc1C,0.0,0.0,543.13,5.62,542.2,0.4138,4,2,0,6,37,66.92,8,7,8,1,0,0,6,2,198,507.85,1,2,0,,
CC1(C)OB(C2=CCN(C/C=C/c3ccc(Cl)cc3)CC2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCN(C/C=C/c3ccc(Cl)cc3)CC2)cc1C,,VCHMAYUYCISBIK-VOTSOKGWSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCN(C/C=C/c3ccc(Cl)cc3)CC2)cc1C,0.0,0.0,543.13,5.62,542.2,0.4138,4,2,0,6,37,66.92,8,7,8,1,0,0,6,2,198,507.85,1,2,0,,
OB(O)c1ccc(CN2CCSCC2)s1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(CN3CCSCC3)s2)cc1C,,UHCOXJOUNRFVLZ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(CN3CCSCC3)s2)cc1C,0.0,0.4,508.73,4.44,508.15,0.5417,4,2,0,6,33,66.92,7,6,9,2,0,1,6,2,180,476.48,2,2,0,,
C/C(Cl)=C\CO/N=C/c1cc(F)cc2c1B(O)OC2,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)cc(F)cc2/C=N/OC/C=C(\C)Cl)cc1C,,SWOXXFLUGWYRNF-YPXSRITISA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)cc(F)cc2/C=N/OC/C=C(\C)Cl)cc1C,0.0,0.0,551.08,5.77,550.17,0.4074,3,2,0,7,37,85.27,9,8,10,1,0,0,7,1,200,518.82,1,1,0,,
C[C@H](NS(C)(=O)=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc([C@H](C)NS(C)(=O)=O)cc2)cc1C,,VVVRMLNXFGMNMQ-VEXWJQHLSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc([C@H](C)NS(C)(=O)=O)cc2)cc1C,0.0,0.2,508.66,3.44,508.17,0.4583,3,2,1,8,34,109.85,8,7,10,1,0,0,8,1,186,476.41,1,1,1,CSDM979629,
COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C)c(OC)c2)cc1C,,TZZBMQWKSQHGOR-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C)c(OC)c2)cc1C,0.0,1.0,431.55,4.15,431.18,0.4348,3,2,0,6,30,72.91,6,5,7,1,0,0,6,1,162,402.32,1,1,0,CSDK490890|CSDK464516|CSDM979629|CSDM992359|CSDK495585|CSDM982162,
COc1cc(B(O)O)ccc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C)c(OC)c2)cc1C,,TZZBMQWKSQHGOR-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C)c(OC)c2)cc1C,0.0,1.0,431.55,4.15,431.18,0.4348,3,2,0,6,30,72.91,6,5,7,1,0,0,6,1,162,402.32,1,1,0,CSDK490890|CSDK464516|CSDM979629|CSDM992359|CSDK495585|CSDM982162,
CC(C)(C)c1ncc(B(O)O)cn1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cnc(C(C)(C)C)nc2)cc1C,,WJVULHMKGMHXQA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cnc(C(C)(C)C)nc2)cc1C,0.0,0.8,445.59,3.92,445.2,0.5217,3,2,0,7,31,89.46,6,4,8,1,0,1,7,1,168,414.34,1,1,0,CSDK485015|CSDK483662|CSDK464512|CSDK490890|CSDK485609|CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDM982166|CSDK495585,
Cc1c(C=O)cc(C(=O)O)cc1B(O)O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)O)cc(C=O)c2C)cc1C,,TWADVWBSKSPFHH-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)O)cc(C=O)c2C)cc1C,0.0,0.4,473.55,3.65,473.15,0.375,3,2,1,8,33,118.05,7,6,9,1,0,0,8,1,176,446.33,1,1,1,,
Cc1c(C=O)cc(C(=O)O)cc1B1OC(C)(C)C(C)(C)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)O)cc(C=O)c2C)cc1C,,TWADVWBSKSPFHH-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)O)cc(C=O)c2C)cc1C,0.0,0.4,473.55,3.65,473.15,0.375,3,2,1,8,33,118.05,7,6,9,1,0,0,8,1,176,446.33,1,1,1,,
Cn1cc(B2OC(C)(C)C(C)(C)O2)nn1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cn(C)nn2)cc1C,,SLHJOZZWUQPYNF-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cn(C)nn2)cc1C,0.69,0.0,392.48,1.96,392.15,0.5,3,2,0,8,27,94.39,5,4,9,1,0,1,8,1,146,368.29,1,1,0,CSDM982163|CSDM982166|CSDM979628,
Cn1cc(B(O)O)nn1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cn(C)nn2)cc1C,,SLHJOZZWUQPYNF-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cn(C)nn2)cc1C,0.69,0.0,392.48,1.96,392.15,0.5,3,2,0,8,27,94.39,5,4,9,1,0,1,8,1,146,368.29,1,1,0,CSDM982163|CSDM982166|CSDM979628,
OB1OCc2c(OCc3ccccc3)cccc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(OCc3ccccc3)c2C)cc1C,,UJTDJZZOSFGQKY-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(OCc3ccccc3)c2C)cc1C,0.0,0.0,507.65,5.72,507.21,0.3448,4,3,0,6,36,72.91,8,7,7,1,0,0,6,1,190,474.39,1,1,0,,
OB1OCc2cc(F)c(-c3ncno3)cc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3ncno3)c(F)cc2C)cc1C,,WIUXFMDRTKALKH-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3ncno3)c(F)cc2C)cc1C,0.0,0.2,487.55,4.33,487.16,0.375,4,3,0,8,34,102.6,6,5,10,1,0,1,8,1,180,461.35,1,1,0,,
CC(=O)n1ncc2ccc(B3OC(C)(C)C(C)(C)O3)cc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3cnn(C(C)=O)c3c2)cc1C,,SNNVGQBIRARWJG-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3cnn(C(C)=O)c3c2)cc1C,0.0,0.4,469.56,3.84,469.17,0.375,4,3,0,8,33,98.57,6,4,9,1,0,1,8,1,174,442.35,1,1,0,,
OB(O)c1nccs1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2nccs2)cc1C,,VPJALFZEQIVIDH-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2nccs2)cc1C,0.16,1.0,394.52,3.29,394.1,0.4444,3,2,0,6,26,76.57,5,4,8,1,0,1,6,1,140,372.34,1,1,0,CSDK490890|CSDM982163|CSDM982166,
CC1(C)OB(c2nccs2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2nccs2)cc1C,,VPJALFZEQIVIDH-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2nccs2)cc1C,0.16,1.0,394.52,3.29,394.1,0.4444,3,2,0,6,26,76.57,5,4,8,1,0,1,6,1,140,372.34,1,1,0,CSDK490890|CSDM982163|CSDM982166,
CC(C)c1cc(Cl)ccc1B(O)O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2C(C)C)cc1C,,UBURGFFXWWGTJA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2C(C)C)cc1C,0.0,0.0,464.03,5.61,463.16,0.4583,3,2,0,5,31,63.68,6,5,7,1,0,0,5,1,168,433.79,1,1,0,CSDK485015|CSDK483662|CSDK464512|CSDM979630,
CC1(C)OB(O)c2ccc(Cl)cc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2C(C)C)cc1C,,UBURGFFXWWGTJA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)cc2C(C)C)cc1C,0.0,0.0,464.03,5.61,463.16,0.4583,3,2,0,5,31,63.68,6,5,7,1,0,0,5,1,168,433.79,1,1,0,CSDK485015|CSDK483662|CSDK464512|CSDM979630,
CC1(C)OB(c2ccc(-c3noc(=O)[nH]3)cc2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(-c3noc(=O)[nH]3)cc2)cc1C,,VEMKRFZYZBEPQS-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(-c3noc(=O)[nH]3)cc2)cc1C,0.0,0.4,471.54,3.18,471.15,0.3478,4,3,1,9,33,122.57,6,5,10,1,0,1,9,1,174,446.34,1,1,1,CSDM979629,
O=C(OC1CCC1)c1cc2c(cc1F)COB2O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OC3CCC3)c(F)cc2C)cc1C,,SRTWFCSHRZVLEV-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OC3CCC3)c(F)cc2C)cc1C,0.0,0.0,517.62,4.99,517.19,0.4815,4,2,0,7,36,89.98,8,6,9,1,0,0,7,2,194,485.36,2,1,0,,
